mean, median, max, min, range, stdev, variance, pushup
-0.179170735677083,-0.1783447265625,-0.172470092773438,-0.19512939453125,0.0226593017578125,0.00594392543842006,3.53302496174971e-05,0
-0.177472941080729,-0.1783447265625,-0.148971557617188,-0.19512939453125,0.0461578369140625,0.00978695186912349,9.57844268885397e-05,0
-0.177472941080729,-0.1783447265625,-0.148971557617188,-0.19512939453125,0.0461578369140625,0.00978695186912349,9.57844268885397e-05,0
-0.176434326171875,-0.1778564453125,-0.148971557617188,-0.19512939453125,0.0461578369140625,0.0103867950459195,0.000107885511325938,0
-0.176434326171875,-0.1778564453125,-0.148971557617188,-0.19512939453125,0.0461578369140625,0.0103867950459195,0.000107885511325938,0
-0.176523844401042,-0.1783447265625,-0.148971557617188,-0.19512939453125,0.0461578369140625,0.0104056961186145,0.000108278511712948,0
0.537462361653646,0.925048828125,0.957015991210938,-0.181381225585938,1.13839721679688,0.516520600681965,0.266793530928858,0
0.537462361653646,0.925048828125,0.957015991210938,-0.181381225585938,1.13839721679688,0.516520600681965,0.266793530928858,0
0.613519287109375,0.951583862304688,0.95947265625,-0.17919921875,1.138671875,0.486216896059124,0.236406870013369,0
0.613519287109375,0.951583862304688,0.95947265625,-0.17919921875,1.138671875,0.486216896059124,0.236406870013369,0
0.687513224283854,0.951873779296875,0.9609375,-0.17919921875,1.14013671875,0.444560518575428,0.197634054676053,0
0.687513224283854,0.951873779296875,0.9609375,-0.17919921875,1.14013671875,0.444560518575428,0.197634054676053,0
0.762556966145833,0.952468872070312,0.961929321289062,-0.17919921875,1.14112854003906,0.381079099552676,0.145221280115878,0
0.762556966145833,0.952468872070312,0.961929321289062,-0.17919921875,1.14112854003906,0.381079099552676,0.145221280115878,0
0.83826904296875,0.953277587890625,0.961929321289062,-0.070709228515625,1.03263854980469,0.280027463471994,0.0784153802985592,0
0.83826904296875,0.953277587890625,0.961929321289062,-0.070709228515625,1.03263854980469,0.280027463471994,0.0784153802985592,0
0.906754557291667,0.9541015625,0.961929321289062,0.582611083984375,0.379318237304688,0.12398611166076,0.0153725558847544,0
0.906754557291667,0.9541015625,0.961929321289062,0.582611083984375,0.379318237304688,0.12398611166076,0.0153725558847544,0
0.936595662434896,0.955230712890625,1.07032775878906,0.582611083984375,0.487716674804688,0.102794511401871,0.0105667115743494,0
0.936595662434896,0.955230712890625,1.07032775878906,0.582611083984375,0.487716674804688,0.102794511401871,0.0105667115743494,0
0.932660929361979,0.955230712890625,1.07032775878906,0.523590087890625,0.546737670898438,0.117403532740536,0.0137835894999582,0
0.932660929361979,0.955230712890625,1.07032775878906,0.523590087890625,0.546737670898438,0.117403532740536,0.0137835894999582,0
0.188278198242188,-0.0094146728515625,1.18524169921875,-0.328155517578125,1.51339721679688,0.478032339555081,0.228514917660505,0
0.25531005859375,-0.0094146728515625,1.18524169921875,-0.328155517578125,1.51339721679688,0.517712195626094,0.268025917499991,0
0.25531005859375,-0.0094146728515625,1.18524169921875,-0.328155517578125,1.51339721679688,0.517712195626094,0.268025917499991,0
0.328646850585938,0.0058135986328125,1.18524169921875,-0.328155517578125,1.51339721679688,0.554164804688888,0.307098630755874,0
0.328646850585938,0.0058135986328125,1.18524169921875,-0.328155517578125,1.51339721679688,0.554164804688888,0.307098630755874,0
0.385693359375,0.27520751953125,1.18524169921875,-0.328155517578125,1.51339721679688,0.560405418480182,0.314054233061948,0
0.385693359375,0.27520751953125,1.18524169921875,-0.328155517578125,1.51339721679688,0.560405418480182,0.314054233061948,0
0.462689208984375,0.34051513671875,1.18524169921875,-0.328155517578125,1.51339721679688,0.583354835353195,0.340302863929953,0
0.462689208984375,0.34051513671875,1.18524169921875,-0.328155517578125,1.51339721679688,0.583354835353195,0.340302863929953,0
